cluster,leading_importance,second_importance
0,6047076.936219659,
1,177731.64980391384,
2,468512.77964015404,
3,1222597.7782825034,
4,231528.52727834406,
5,2320137.5791056287,
6,7022914.966550594,
7,155393.65348132828,
8,477991.6588358091,
9,26654732.54141293,
10,731884.6574206302,
11,308780.0866531132,
12,1378951.1208183004,
13,180917716.69458097,
14,452005.91058686917,
15,1165208.0739629753,
16,1433654.6356243026,
17,396476.8730317461,
18,263594.8551339628,
19,556708.4939171406,
20,263020.8702437376,
21,1148053.7626613874,
22,6453225.8814508105,
23,855230.3363453067,
24,182733.06187667852,
25,91179.17826226691,
26,379636.70176148764,
27,650127.2965699491,
28,562444.4008844745,
29,9866421.108572505,
30,231952.0982679548,
31,87000.93672382126,
32,3683472.177591356,
33,1107717.2803401665,
34,833654.360335772,
35,266345.73253258935,
36,596492.2402439776,
37,105567.5894469384,
38,3739491.9351530285,
39,157208.63404662348,
40,974067.8758266473,
41,855642.5046751038,
42,401033.6483539108,
43,1666140.389084054,
44,306606.225590433,
45,1043274.7157542454,
46,252327.0554205675,
47,1630833.1054992785,
48,184598.16713274777,
49,86199.39274157358,
50,650493.8335448254,
51,48361.24825905041,
52,1132400.2157373826,
53,68091.48728516982,
54,22044.887309542057,
55,1020717.3509642257,
56,61948.87189197847,
57,817764.5367912797,
58,599344.7016226914,
59,14243.22168678077,
60,555397.5182104908,
61,145076.0847421671,
62,94194.30257425834,
63,170708.5475254691,
64,639.8617155079295,
65,112050.02303427672,
66,31621.702070982803,
67,1704201.4085909284,
68,1936101.9455655124,
69,1836974.72756314,
70,1143879.023437124,
71,3276247.3687013714,
72,430598.3771118809,
73,19258.32450403148,
74,13946029.955658693,
75,1396857.267805431,
76,29109.880256778495,
77,37076.949343148175,
78,95290.37301680827,
79,34827.98953593756,
80,23639.66467557775,
81,26036.707249379353,
82,364975.98426479,
83,626334.821692439,
84,7236.717287409418,
85,21914.10995101676,
86,38638.02074453478,
87,1485373.846250346,
88,953213.6923485186,
89,1712842.5521908558,
90,546176.1561872032,
91,19818.929993069272,
92,240468.46998038187,
93,50540.31722965362,
94,9723.252057801063,
95,75458.61694204778,
96,7967.425594592329,
97,56033.95848339762,
98,42830.76800244286,
99,205659.10511453103,
100,230659.32674648415,
101,68025.91884171366,
102,143905.92990188932,
103,47466.438010564576,
104,52476.68421781875,
105,248667.73213834243,
106,4212.943357547681,
107,1909.982507065784,
108,717923.4394956023,
109,7614.785525523934,
110,10063.084446220937,
111,284358.61990125896,
112,729263.8757661765,
113,567387.3559710741,
114,5315.843088664106,
115,440165.2893823217,
116,1537.7456799893575,
117,506592.23599850363,
118,279331.7050063872,
119,20266.068779365854,
120,6622.808384002121,
121,570.4867619615122,
122,36956.5528833113,
123,1105117.5486817248,
124,88874.8804246929,
125,16996.204256204284,
127,1318751.8409072806,
128,42831.74836351742,
129,2791.8631527029834,
130,239766.38878967997,
131,13114.828059274698,
132,233370.17059639603,
133,539865.593635483,
134,909.0691927829753,
135,877517.2481758518,
136,23467.20925059754,
137,21579.811906458,
138,426985.74366678536,
139,4111.45917017276,
140,13731.50045851467,
141,2421.2097996239922,
142,556481.6669488234,
143,99438.54920882282,
144,244079.609833062,
145,12067.126384295912,
146,355.01546510118266,
147,2395.9837345318238,
148,155779.6546160771,
149,18979.34566717093,
150,150856.76765926648,
151,364.00000000000034,
152,5815.571188666486,
153,215244.0589849355,
154,12986.761000895807,
155,19332.78397952717,
156,181973.44301091207,
157,110229.84590021436,
158,26458.65650809669,
159,104947.60614967071,
160,650.7921464747026,
161,13464.569718528355,
162,4488.954781927649,
163,383388.58717654226,
164,24056.116183770948,
165,29066.583011155966,
166,38810.561564337506,
167,337546.50033282983,
168,1688.6580810316211,
169,28906.549223694754,
170,10183.480191983579,
171,2049.7575957068234,
172,27748.673541428616,
173,9425.508750406107,
174,4097.746692024772,
175,1217.9919658488839,
177,654.0871928931139,
178,1425.0331418115036,
179,282.3899157280715,
180,612222.7754599681,
181,9609.060601752799,
184,33479.554572312234,
185,6.298999777901104,
186,267.90672198284597,
187,885.3951557822633,
188,10797.103689225332,
189,54.923234223539,
190,16021.162439326188,
191,648570.3417694927,
192,688.7846754675717,
193,9191.75137169174,
194,396.5405038712434,
195,4046.0376416170766,
196,867.6234531542947,
197,808.6294770007555,
198,14826.816588761656,
199,171659.63458595937,
200,4423.719117413524,
201,4160176.9060338372,
202,3175.3388159650003,
203,1044.6237622996289,
204,2005.1157442675053,
205,60880.39244818698,
207,20283.928779934387,
208,112052.1680045323,
209,115.98169549386813,
211,2840.8128082022067,
212,276.57917011889816,
213,29914.454271415976,
214,1215.8953255912936,
215,405.97651457911576,
217,5367140.259542792,
