cluster,leading_importance,second_importance
218,80502.8807019545,
219,35171.57316164148,
220,2808.3940905158984,
221,2115.155126841022,
222,36.00000000000029,
224,1233.3746220544858,
225,32638.981248816162,
226,4224.336881975635,
228,5877.204526278658,
230,65660.10581843597,
235,12121.923748279765,
236,961.0000000000007,
237,8640.204853151921,
238,135575.92217460668,
240,1664.4567171532196,
241,17160.999999999993,
242,28731.628938387068,
243,1553.4980096796578,
244,1058.098807939492,
246,532.8796919541575,
247,75.16857979576571,
249,369.7912072283746,
251,134.0977684788509,
252,21.460113719288497,
256,1776.196147863927,
257,54768.63684314977,
263,1103.3916436268316,
265,740.6072342440639,
269,325.9492733186657,
271,18674.53246166142,
273,50914.740539318744,
274,74702.04357375906,
275,2197.1563696589137,
276,30137.22273177368,
282,58.85289497304456,
283,38323.13127047303,
286,887.5058152557443,
289,82701.31326030854,
290,211.01658702575986,
295,991.246271181588,
298,3515.4724240796313,
