bank_name,gvkey,iid,datadate,fyear,at,ch,ivst,ist,tdst,lcuacu,lcabg,rcl,teq,seq,ceq,intan,pstk,nicon,npat,total_assets,liquid_assets,gross_loans,loan_loss_allowances,total_equity,shareholder_equity,common_equity,intangible_assets,preferred_equity,net_income,nonperforming_assets,first_trading_date,first_trading_year,market_age
Danske Bank A/S,015552,01W,20251231,2025,3753911.0000,120183.0000,455239.0000,296738.0000,444980.0000,1641518.0000,116592.0000,16820.0000,181162.0000,181162.0000,181162.0000,7872.0000,,23037.00000,27366.0000,3753911,1317140,1758110,16820,181162,181162,181162,7872,,23037,27366,1984-01-02,1984,41
Deutsche Bank AG,015576,01W,20211231,2021,1323993.0000,179946.0000,88947.0000,47962.0000,406638.0000,472214.0000,,4779.0000,68031.0000,66333.0000,66333.0000,6824.0000,,2002.00000,11992.0000,1323993,723493,472214,4779,68031,66333,66333,6824,,2002,11992,1984-01-02,1984,37
Deutsche Bank AG,015576,01W,20221231,2022,1336788.0000,165625.0000,97955.0000,58298.0000,396790.0000,477589.0000,7148.0000,4848.0000,72328.0000,70537.0000,70537.0000,7092.0000,,5046.00000,11775.0000,1336788,718668,484737,4848,72328,70537,70537,7092,,5046,11775,1984-01-02,1984,38
Deutsche Bank AG,015576,01W,20231231,2023,1317266.0000,163768.0000,103255.0000,58989.0000,382094.0000,474963.0000,5202.0000,5208.0000,76331.0000,74568.0000,74568.0000,7327.0000,,5834.00000,13412.0000,1317266,708106,480165,5208,76331,74568,74568,7327,,5834,13412,1984-01-02,1984,39
Deutsche Bank AG,015576,01W,20241231,2024,1391033.0000,130666.0000,155313.0000,68668.0000,431572.0000,477475.0000,8376.0000,5697.0000,81865.0000,80259.0000,80259.0000,7749.0000,,3768.00000,15600.0000,1391033,786219,485851,5697,81865,80259,80259,7749,,3768,15600,1984-01-02,1984,40
Deutsche Bank AG,015576,01W,20251231,2025,1439873.0000,138277.0000,167783.0000,87169.0000,395465.0000,480054.0000,5962.0000,6074.0000,82285.0000,80723.0000,80723.0000,7561.0000,,5845.00000,15349.0000,1439873,788694,486016,6074,82285,80723,80723,7561,,5845,15349,1984-01-02,1984,41
Erste Group Bank AG,214659,02W,20211231,2021,307428.2000,39140.0000,6728.1000,47556.4000,6175.0000,177307.6000,20991.4000,3857.0000,23513.4000,17997.4000,17997.4000,1362.3000,,1775.59300,4372.0000,307428.2,99599.5,198299,3857,23513.4,17997.4,17997.4,1362.3,,1775.593,4372,1984-01-02,1984,37
Erste Group Bank AG,214659,02W,20221231,2022,323865.0000,31695.1000,4084.1000,52906.6000,7792.1000,198865.7000,18435.5000,3922.0000,25304.7000,19347.6000,19347.6000,1347.1000,,2064.24400,4224.0000,323865,96477.9,217301.2,3922,25304.7,19347.6,19347.6,1347.1,,2064.244,4224,1984-01-02,1984,38
Erste Group Bank AG,214659,02W,20231231,2023,337155.0000,31509.0000,5421.0000,55955.0000,8686.0000,204211.0000,21432.0000,4017.0000,28501.0000,21648.0000,21648.0000,1313.0000,,2898.93300,4786.0000,337155,101571,225643,4017,28501,21648,21648,1313,,2898.933,4786,1984-01-02,1984,39
Erste Group Bank AG,214659,02W,20241231,2024,353736.0000,20456.0000,5156.0000,65426.0000,11141.0000,214282.0000,26972.0000,4080.0000,30768.0000,23135.0000,23135.0000,1382.0000,,2992.40700,5687.0000,353736,102179,241254,4080,30768,23135,23135,1382,,2992.407,5687,1984-01-02,1984,40
Erste Group Bank AG,214659,02W,20251231,2025,368574.0000,21007.0000,6814.0000,71669.0000,9296.0000,227515.0000,20827.0000,3954.0000,34664.0000,26297.0000,26297.0000,1413.0000,,3371.43600,5745.0000,368574,108786,248342,3954,34664,26297,26297,1413,,3371.436,5745,1984-01-02,1984,41
HSBC Holdings PLC,015509,02W,20211231,2021,2957939.0000,429225.0000,332447.0000,534349.0000,435037.0000,990109.0000,83136.0000,11434.0000,206777.0000,198250.0000,198250.0000,20622.0000,,12607.00000,19071.0000,2957939,1731058,1073245,11434,206777,198250,198250,20622,,12607,19071,1984-01-02,1984,37
HSBC Holdings PLC,015509,02W,20221231,2022,2966530.0000,347294.0000,391272.0000,512573.0000,489283.0000,852559.0000,104882.0000,11522.0000,196028.0000,187484.0000,187484.0000,21321.0000,,14822.00000,19634.0000,2966530,1740422,957441,11522,196028,187484,187484,21321,,14822,19634,1984-01-02,1984,38
HSBC Holdings PLC,015509,02W,20231231,2023,3038677.0000,307030.0000,387650.0000,589564.0000,508164.0000,855573.0000,119244.0000,11089.0000,192610.0000,185329.0000,185329.0000,12487.0000,,22432.00000,19354.0000,3038677,1792408,974817,11089,192610,185329,185329,12487,,22432,19354,1984-01-02,1984,39
HSBC Holdings PLC,015509,02W,20241231,2024,3017048.0000,287077.0000,379260.0000,644157.0000,573727.0000,860855.0000,102039.0000,9728.0000,192273.0000,184973.0000,184973.0000,12384.0000,,22917.00000,22705.0000,3017048,1884221,962894,9728,192273,184973,184973,12384,,22917,22705,1984-01-02,1984,40
HSBC Holdings PLC,015509,02W,20251231,2025,3233034.0000,250663.0000,441147.0000,736168.0000,593613.0000,913995.0000,108462.0000,10699.0000,205666.0000,198225.0000,198225.0000,13107.0000,,21102.00000,24722.0000,3233034,2021591,1022457,10699,205666,198225,198225,13107,,21102,24722,1984-01-02,1984,41
ING Groep NV,015617,04W,20211231,2021,951290.0000,9831.0000,152790.0000,85772.0000,47289.0000,619256.0000,23592.0000,5296.0000,54655.0000,53919.0000,53919.0000,1156.0000,,4776.00000,12073.0000,951290,295682,642848,5296,54655,53919,53919,1156,,4776,12073,1984-01-02,1984,37
ING Groep NV,015617,04W,20221231,2022,976834.0000,15629.0000,140124.0000,86246.0000,54420.0000,629639.0000,35104.0000,6021.0000,57004.0000,56500.0000,56500.0000,1102.0000,,12126.00000,11725.0000,976834,296419,664743,6021,57004,56500,56500,1102,,12126,11725,1984-01-02,1984,38
ING Groep NV,015617,04W,20231231,2023,980299.0000,9518.0000,146976.0000,94962.0000,59632.0000,638883.0000,16709.0000,5651.0000,55628.0000,54684.0000,54684.0000,1198.0000,,4140.00000,11685.0000,980299,311088,655592,5651,55628,54684,54684,1198,,4140,11685,1984-01-02,1984,39
ING Groep NV,015617,04W,20241231,2024,1023856.0000,6627.0000,122632.0000,102397.0000,81393.0000,675158.0000,21770.0000,5855.0000,53698.0000,52703.0000,52703.0000,1334.0000,,5334.00000,13313.0000,1023856,313049,696928,5855,53698,52703,52703,1334,,5334,13313,1984-01-02,1984,40
ING Groep NV,015617,04W,20251231,2025,1060329.0000,10080.0000,102784.0000,113938.0000,81963.0000,715543.0000,21204.0000,5912.0000,55338.0000,54083.0000,54083.0000,1510.0000,,8324.00000,12998.0000,1060329,308765,736747,5912,55338,54083,54083,1510,,8324,12998,1984-01-02,1984,41
Intesa Sanpaolo SpA,016348,03W,20211231,2021,1069003.0000,14756.0000,159140.0000,277869.0000,50623.0000,472411.0000,37055.0000,10649.0000,64066.0000,63775.0000,63775.0000,9342.0000,,4185.00000,15249.0000,1069003,502388,509466,10649,64066,63775,63775,9342,,4185,15249,1984-01-02,1984,37
Intesa Sanpaolo SpA,016348,03W,20221231,2022,975683.0000,112924.0000,32804.0000,224821.0000,43747.0000,469537.0000,27457.0000,7764.0000,61821.0000,61655.0000,61655.0000,9830.0000,,4354.00000,10642.0000,975683,414296,496994,7764,61821,61655,61655,9830,,4354,10642,1984-01-02,1984,38
Intesa Sanpaolo SpA,016348,03W,20231231,2023,963570.0000,89270.0000,37238.0000,246723.0000,39474.0000,447981.0000,34103.0000,7392.0000,64127.0000,63963.0000,63963.0000,9524.0000,,7724.00000,9896.0000,963570,412705,482084,7392,64127,63963,63963,9524,,7724,9896,1984-01-02,1984,39
Intesa Sanpaolo SpA,016348,03W,20241231,2024,933285.0000,40533.0000,43765.0000,259841.0000,44342.0000,435056.0000,39707.0000,7155.0000,65321.0000,65176.0000,65176.0000,9860.0000,,8666.00000,,933285,388481,474763,7155,65321,65176,65176,9860,,8666,,1984-01-02,1984,40
Intesa Sanpaolo SpA,016348,03W,20251231,2025,959887.0000,37868.0000,22003.0000,230580.0000,161418.0000,361408.0000,41622.0000,5625.0000,65378.0000,65226.0000,65226.0000,,,9321.00000,,959887,451869,403030,5625,65378,65226,65226,,,9321,,1984-01-02,1984,41
KBC Group NV,015703,01W,20211231,2021,340346.0000,43799.0000,24978.0000,65279.0000,9256.0000,131160.0000,32780.0000,2573.0000,23077.0000,23077.0000,23077.0000,1749.0000,,2564.00000,5458.0000,340346,143312,163940,2573,23077,23077,23077,1749,,2564,5458,1984-01-02,1984,37
KBC Group NV,015703,01W,20221231,2022,355872.0000,52664.0000,20186.0000,66986.0000,5316.0000,156172.0000,24258.0000,2619.0000,20807.0000,20807.0000,20807.0000,2331.0000,,2693.00000,4354.0000,355872,145152,180430,2619,20807,20807,20807,2331,,2693,4354,1984-01-02,1984,38
KBC Group NV,015703,01W,20231231,2023,346921.0000,34752.0000,25501.0000,71183.0000,7056.0000,182555.0000,2779.0000,2474.0000,24260.0000,24260.0000,24260.0000,2355.0000,,3338.00000,4224.0000,346921,138492,185334,2474,24260,24260,24260,2355,,3338,4224,1984-01-02,1984,39
KBC Group NV,015703,01W,20241231,2024,373048.0000,47059.0000,21083.0000,75570.0000,9791.0000,190900.0000,2438.0000,2448.0000,24311.0000,24311.0000,24311.0000,2475.0000,,3331.00000,4174.0000,373048,153503,193338,2448,24311,24311,24311,2475,,3331,4174,1984-01-02,1984,40
KBC Group NV,015703,01W,20251231,2025,397372.0000,34060.0000,33083.0000,81894.0000,10738.0000,207189.0000,3059.0000,2492.0000,27985.0000,27904.0000,27904.0000,2699.0000,,3451.00000,4097.0000,397372,159775,210248,2492,27985,27904,27904,2699,,3451,4097,1984-01-02,1984,41
Landesbank Baden-Wurttemberg,024579,,20211231,2021,282344.0000,189.0000,56282.0000,31956.0000,32921.0000,103981.0000,46468.0000,1320.0000,14214.0000,14163.0000,14163.0000,137.0000,,,1002.0000,282344,121348,150449,1320,14214,14163,14163,137,,,1002,,,
Landesbank Baden-Wurttemberg,024579,,20221231,2022,324174.0000,165.0000,29139.0000,35430.0000,33510.0000,132399.0000,81283.0000,1433.0000,15453.0000,15414.0000,15414.0000,162.0000,,,1156.0000,324174,98244,213682,1433,15453,15414,15414,162,,,1156,,,
Landesbank Baden-Wurttemberg,024579,,20231231,2023,333305.0000,156.0000,36315.0000,39188.0000,29700.0000,161202.0000,54625.0000,1676.0000,16069.0000,16046.0000,16046.0000,150.0000,,,1826.0000,333305,105359,215827,1676,16069,16046,16046,150,,,1826,,,
Landesbank Baden-Wurttemberg,024579,,20241231,2024,356355.0000,163.0000,39797.0000,40861.0000,32996.0000,174268.0000,56412.0000,1972.0000,16731.0000,16716.0000,16716.0000,155.0000,,,2548.0000,356355,113817,230680,1972,16731,16716,16716,155,,,2548,,,
Lloyds Banking Group PLC,015929,01W,20211231,2021,886525.0000,76379.0000,66043.0000,199069.0000,58428.0000,443615.0000,7001.0000,3820.0000,53152.0000,52917.0000,52917.0000,6516.0000,,5355.00000,6443.0000,886525,399919,450616,3820,53152,52917,52917,6516,,5355,6443,1984-01-02,1984,37
Lloyds Banking Group PLC,015929,01W,20221231,2022,877829.0000,95829.0000,54109.0000,179250.0000,52059.0000,448347.0000,10632.0000,4533.0000,47521.0000,47277.0000,47277.0000,7441.0000,,5021.00000,7640.0000,877829,381247,458979,4533,47521,47277,47277,7441,,5021,7640,1984-01-02,1984,38
Lloyds Banking Group PLC,015929,01W,20231231,2023,881453.0000,76180.0000,48205.0000,204114.0000,57003.0000,449745.0000,10764.0000,3725.0000,47365.0000,47164.0000,47164.0000,8152.0000,,4933.00000,7147.0000,881453,385502,460509,3725,47365,47164,47164,8152,,4933,7147,1984-01-02,1984,39
Lloyds Banking Group PLC,015929,01W,20241231,2024,906697.0000,62684.0000,78630.0000,215827.0000,40264.0000,459857.0000,7900.0000,3192.0000,45888.0000,45716.0000,45716.0000,8051.0000,,3923.00000,6716.0000,906697,397405,467757,3192,45888,45716,45716,8051,,3923,6716,1984-01-02,1984,40
Lloyds Banking Group PLC,015929,01W,20251231,2025,944072.0000,56624.0000,79040.0000,246916.0000,35514.0000,481463.0000,7236.0000,3012.0000,47867.0000,47668.0000,47668.0000,8471.0000,,4196.00000,6526.0000,944072,418094,488699,3012,47867,47668,47668,8471,,4196,6526,1984-01-02,1984,41
NatWest Group PLC,015634,02W,20211231,2021,781992.0000,186353.0000,51246.0000,46129.0000,137418.0000,327043.0000,7682.0000,3806.0000,41803.0000,41796.0000,41795.0000,6723.0000,1.0000,2674.00000,5022.0000,781992,421146,334725,3806,41803,41796,41795,6723,1,2674,5022,1984-01-02,1984,37
NatWest Group PLC,015634,02W,20221231,2022,720053.0000,153490.0000,46523.0000,30876.0000,115034.0000,341266.0000,7139.0000,3434.0000,36496.0000,36488.0000,36488.0000,7116.0000,,3602.00000,5096.0000,720053,345923,348405,3434,36496,36488,36488,7116,,3602,5096,1984-01-02,1984,38
NatWest Group PLC,015634,02W,20231231,2023,692673.0000,114258.0000,55377.0000,50963.0000,91910.0000,348744.0000,6914.0000,3645.0000,37188.0000,37157.0000,37156.5000,7614.0000,0.5000,4506.00000,5563.0000,692673,312508,355658,3645,37188,37157,37156.5,7614,0.5,4506,5563,1984-01-02,1984,39
NatWest Group PLC,015634,02W,20241231,2024,707985.0000,101090.0000,65728.0000,63243.0000,93310.0000,360515.0000,6030.0000,3425.0000,39378.0000,39350.0000,39349.5000,7588.0000,0.5000,4438.00000,5930.0000,707985,323371,366545,3425,39378,39350,39349.5,7588,0.5,4438,5930,1984-01-02,1984,40
NatWest Group PLC,015634,02W,20251231,2025,714553.0000,92686.0000,63220.0000,79139.0000,74967.0000,381147.0000,6958.0000,3585.0000,42613.0000,42599.0000,42598.5000,7292.0000,0.5000,5479.00000,4683.0000,714553,310012,388105,3585,42613,42599,42598.5,7292,0.5,5479,4683,1984-01-02,1984,41
Nationwide Building Society,030515,01W,20220331,2021,272354.0000,30824.0000,1860.0000,25467.0000,2297.0000,207463.0000,1192.0000,746.0000,15699.0000,15699.0000,15699.0000,913.0000,,1252.00000,1691.0000,272354,60448,208655,746,15699,15699,15699,913,,1252,1691,2013-12-09,2013,8
Nationwide Building Society,030515,01W,20230331,2022,271893.0000,25955.0000,1944.0000,27602.0000,1925.0000,210462.0000,916.0000,765.0000,16906.0000,16906.0000,16906.0000,862.0000,,1664.00000,1502.0000,271893,57426,211378,765,16906,16906,16906,862,,1664,1502,2013-12-09,2013,9
Nationwide Building Society,030515,01W,20240331,2023,271917.0000,24491.0000,1449.0000,26526.0000,2966.0000,212766.0000,1029.0000,765.0000,17686.0000,17686.0000,17686.0000,848.0000,,1300.00000,1666.0000,271917,55432,213795,765,17686,17686,17686,848,,1300,1666,2013-12-09,2013,10
Nationwide Building Society,030515,01W,20250331,2024,367877.0000,28525.0000,2768.0000,28658.0000,2710.0000,300889.0000,,1288.0000,20482.0000,19723.0000,19723.0000,1481.0000,,2304.00000,2972.0000,367877,62661,300889,1288,20482,19723,19723,1481,,2304,2972,2013-12-09,2013,11
Nordea Bank Abp,214881,01W,20211231,2021,570353.0000,48628.0000,16819.0000,150111.0000,4934.0000,327105.0000,2392.0000,2206.0000,33503.0000,33494.0000,33494.0000,3784.0000,,3805.00000,1878.0000,570353,220492,329497,2206,33503,33494,33494,3784,,3805,1878,1984-01-02,1984,37
Nordea Bank Abp,214881,01W,20221231,2022,594844.0000,62877.0000,18597.0000,151450.0000,5414.0000,326158.0000,5458.0000,1673.0000,31404.0000,31404.0000,31404.0000,4044.0000,,3576.00000,1146.0000,594844,238338,331616,1673,31404,31404,31404,4044,,3576,1146,1984-01-02,1984,38
Nordea Bank Abp,214881,01W,20231231,2023,584702.0000,51362.0000,20897.0000,160504.0000,5110.0000,323191.0000,4272.0000,1653.0000,31225.0000,31225.0000,31225.0000,3826.0000,,4908.00000,1375.0000,584702,237873,327463,1653,31225,31225,31225,3826,,4908,1375,1984-01-02,1984,39
Nordea Bank Abp,214881,01W,20241231,2024,623355.0000,47565.0000,52629.0000,186408.0000,7540.0000,303956.0000,7025.0000,1605.0000,32436.0000,32436.0000,32436.0000,3882.0000,,5033.00000,1821.0000,623355,294142,310981,1605,32436,32436,32436,3882,,5033,1821,1984-01-02,1984,40
Nordea Bank Abp,214881,01W,20251231,2025,654350.0000,39193.0000,36123.0000,206634.0000,101.0000,344761.0000,10985.0000,1374.0000,32419.0000,32419.0000,32419.0000,4088.0000,,4814.00000,1913.0000,654350,282051,355746,1374,32419,32419,32419,4088,,4814,1913,1984-01-02,1984,41
Raiffeisen Bank International AG,272817,01W,20211231,2021,192101.0000,38291.0000,404.0000,21086.0000,4326.0000,89641.0000,27808.0000,2559.0000,15475.0000,14465.0000,14465.0000,933.0000,,1194.00000,2822.0000,192101,64107,117449,2559,15475,14465,14465,933,,1194,2822,1984-01-02,1984,37
Raiffeisen Bank International AG,272817,01W,20221231,2022,207057.0000,53663.0000,61.0000,22527.0000,7031.0000,91873.0000,27075.0000,2973.0000,18764.0000,17637.0000,17637.0000,903.0000,,3082.00000,3090.0000,207057,83282,118948,2973,18764,17637,17637,903,,3082,3090,1984-01-02,1984,38
Raiffeisen Bank International AG,272817,01W,20231231,2023,198241.0000,43214.0000,66.0000,29282.0000,6532.0000,88892.0000,25254.0000,2889.0000,19850.0000,18619.0000,18619.0000,970.0000,,2277.00000,3491.0000,198241,79094,114146,2889,19850,18619,18619,970,,2277,3491,1984-01-02,1984,39
Raiffeisen Bank International AG,272817,01W,20241231,2024,199851.0000,34074.0000,1259.0000,35102.0000,6263.0000,89196.0000,28411.0000,2758.0000,20340.0000,19080.0000,19080.0000,1003.0000,,1720.00000,3837.0000,199851,76698,117607,2758,20340,19080,19080,1003,,1720,3837,1984-01-02,1984,40
Raiffeisen Bank International AG,272817,01W,20251231,2025,210265.0000,34570.0000,834.0000,43258.0000,7892.0000,95643.0000,22648.0000,2205.0000,22463.0000,21077.0000,21077.0000,1108.0000,,1253.00000,3288.0000,210265,86554,118291,2205,22463,21077,21077,1108,,1253,3288,1984-01-02,1984,41
Sberbank of Russia,221682,02W,20211231,2021,41165500.0000,2327000.0000,1936800.0000,4370800.0000,1001700.0000,25785100.0000,1532500.0000,1441000.0000,5644500.0000,5638600.0000,5635600.0000,290600.0000,3000.0000,1157900.00000,819100.0000,41165500,9636300,27317600,1441000,5644500,5638600,5635600,290600,3000,1157900,819100,1984-01-02,1984,37
Sberbank of Russia,221682,02W,20221231,2022,41871800.0000,1392500.0000,46900.0000,7481600.0000,,28105900.0000,1267500.0000,1664100.0000,5814800.0000,5814700.0000,5814700.0000,,,408700.00000,820500.0000,41871800,8921000,29373400,1664100,5814800,5814700,5814700,,,408700,820500,1984-01-02,1984,38
Sberbank of Russia,221682,02W,20231231,2023,52307200.0000,2386600.0000,77100.0000,8222100.0000,,36405100.0000,1153200.0000,1823000.0000,6584400.0000,6584000.0000,6584000.0000,,,1477900.00000,853800.0000,52307200,10685800,37558300,1823000,6584400,6584000,6584000,,,1477900,853800,1984-01-02,1984,39
Sberbank of Russia,221682,02W,20241231,2024,60855100.0000,2229800.0000,4224300.0000,5947300.0000,1403300.0000,41448400.0000,2615500.0000,2163000.0000,7173500.0000,7175700.0000,7172700.0000,530800.0000,3000.0000,1539600.00000,1158800.0000,60855100,13804700,44063900,2163000,7173500,7175700,7172700,530800,3000,1539600,1158800,1984-01-02,1984,40
Sberbank of Russia,221682,02W,20251231,2025,68814500.0000,3830000.0000,6232400.0000,4927800.0000,2219300.0000,46215700.0000,1872200.0000,2506400.0000,8346500.0000,8351600.0000,8348600.0000,724400.0000,3000.0000,1664100.00000,1661900.0000,68814500,17209500,48087900,2506400,8346500,8351600,8348600,724400,3000,1664100,1661900,1984-01-02,1984,41
Skandinaviska Enskilda Banken AB (publ),015671,01W,20211231,2021,3304230.0000,2157.0000,524848.0000,183473.0000,268760.0000,1770806.0000,64463.0000,,193228.0000,193228.0000,193228.0000,6719.0000,,25423.00000,9827.0000,3304230,979238,1835269,,193228,193228,193228,6719,,25423,9827,1984-01-02,1984,37
Skandinaviska Enskilda Banken AB (publ),015671,01W,20221231,2022,3532810.0000,2585.0000,486215.0000,168391.0000,337457.0000,1964295.0000,151197.0000,,204523.0000,204523.0000,204523.0000,6622.0000,,26989.00000,6846.0000,3532810,994648,2115492,,204523,204523,204523,6622,,26989,6846,1984-01-02,1984,38
Skandinaviska Enskilda Banken AB (publ),015671,01W,20231231,2023,3608218.0000,2331.0000,474558.0000,207439.0000,333264.0000,2130185.0000,,,221775.0000,221775.0000,221775.0000,6486.0000,,38116.00000,7588.0000,3608218,1017592,2130185,,221775,221775,221775,6486,,38116,7588,1984-01-02,1984,39
Skandinaviska Enskilda Banken AB (publ),015671,01W,20241231,2024,3759028.0000,3099.0000,521214.0000,164537.0000,410343.0000,2120023.0000,,,231148.0000,231148.0000,231148.0000,8170.0000,,35865.00000,10051.0000,3759028,1099193,2120023,,231148,231148,231148,8170,,35865,10051,1984-01-02,1984,40
Skandinaviska Enskilda Banken AB (publ),015671,01W,20251231,2025,3670681.0000,2779.0000,492735.0000,160322.0000,306223.0000,2137220.0000,,,230263.0000,230263.0000,230263.0000,7560.0000,,31063.00000,8667.0000,3670681,962059,2137220,,230263,230263,230263,7560,,31063,8667,1984-01-02,1984,41
Societe Generale SA,015784,01W,20211231,2021,1464449.0000,206966.0000,51508.0000,65688.0000,337241.0000,429144.0000,55972.0000,11016.0000,70863.0000,65067.0000,65067.0000,6474.0000,,5051.00000,16261.0000,1464449,661403,485116,11016,70863,65067,65067,6474,,5051,16261,1984-01-02,1984,37
Societe Generale SA,015784,01W,20221231,2022,1486818.0000,240415.0000,178089.0000,62016.0000,220515.0000,425545.0000,66903.0000,10673.0000,72782.0000,66451.0000,66451.0000,6663.0000,,1422.00000,15687.0000,1486818,701035,492448,10673,72782,66451,66451,6663,,1422,15687,1984-01-02,1984,38
Societe Generale SA,015784,01W,20231231,2023,1554045.0000,262846.0000,220556.0000,232214.0000,218008.0000,393465.0000,77879.0000,10093.0000,76247.0000,65975.0000,65975.0000,8511.0000,,1735.00000,15711.0000,1554045,933624,471344,10093,76247,65975,65975,8511,,1735,15711,1984-01-02,1984,39
Societe Generale SA,015784,01W,20241231,2024,1573545.0000,246178.0000,201347.0000,248225.0000,242548.0000,375078.0000,84051.0000,8471.0000,79588.0000,70256.0000,70256.0000,8479.0000,,3480.00000,14016.0000,1573545,938298,459129,8471,79588,70256,70256,8479,,3480,14016,1984-01-02,1984,40
Societe Generale SA,015784,01W,20251231,2025,1546641.0000,178297.0000,209909.0000,291173.0000,269899.0000,368358.0000,76287.0000,8443.0000,79527.0000,70144.0000,70144.0000,8251.0000,,5282.00000,13840.0000,1546641,949278,444645,8443,79527,70144,70144,8251,,5282,13840,1984-01-02,1984,41
Standard Chartered PLC,015645,01W,20211231,2021,827818.0000,90473.0000,105788.0000,163437.0000,100383.0000,265270.0000,44383.0000,5681.0000,52636.0000,52265.0000,52264.9250,5471.0000,0.0750,1905.00000,8106.8000,827818,460081,309653,5681,52636,52265,52264.925,5471,0.075,1905,8106.8,1984-01-02,1984,37
Standard Chartered PLC,015645,01W,20221231,2022,819922.0000,70783.0000,111655.0000,172448.0000,103903.0000,264613.0000,39519.0000,5486.0000,50016.0000,49666.0000,49665.9250,5869.0000,0.0750,2547.00000,7859.9000,819922,458789,304132,5486,50016,49666,49665.925,5869,0.075,2547,7859.9,1984-01-02,1984,38
Standard Chartered PLC,015645,01W,20231231,2023,822844.0000,101460.0000,114071.0000,161255.0000,115809.0000,233533.0000,44977.0000,5194.0000,50353.0000,49957.0000,49956.9250,6214.0000,0.0750,3017.00000,7244.5000,822844,492595,278510,5194,50353,49957,49956.925,6214,0.075,3017,7244.5,1984-01-02,1984,39
Standard Chartered PLC,015645,01W,20241231,2024,849688.0000,83422.0000,117646.0000,144556.0000,172794.0000,240652.0000,43593.0000,4920.0000,51284.0000,50890.0000,50889.9250,5791.0000,0.0750,3593.00000,6203.0000,849688,518418,284245,4920,51284,50890,50889.925,5791,0.075,3593,6203,1984-01-02,1984,40
Standard Chartered PLC,015645,01W,20251231,2025,919955.0000,88424.0000,120596.0000,166956.0000,176908.0000,252513.0000,43901.0000,4075.0000,54586.0000,54121.0000,54120.9250,6231.0000,0.0750,4558.00000,5964.0000,919955,552884,296414,4075,54586,54121,54120.925,6231,0.075,4558,5964,1984-01-02,1984,41
Svenska Handelsbanken AB (publ),015654,01W,20211231,2021,3346764.0000,276984.0000,40376.0000,134149.0000,45625.0000,2134918.0000,23000.0000,2444.0000,181731.0000,181706.0000,181706.0000,8302.0000,,18834.00000,7421.0000,3346764,497134,2157918,2444,181731,181706,181706,8302,,18834,7421,1984-01-02,1984,37
Svenska Handelsbanken AB (publ),015654,01W,20221231,2022,3453716.0000,461114.0000,27671.0000,165808.0000,31914.0000,2297690.0000,14015.0000,2017.0000,196030.0000,196027.0000,196027.0000,8402.0000,,21187.00000,5716.0000,3453716,686507,2311705,2017,196030,196027,196027,8402,,21187,5716,1984-01-02,1984,38
Svenska Handelsbanken AB (publ),015654,01W,20231231,2023,3537792.0000,448715.0000,54483.0000,249816.0000,32068.0000,2264781.0000,25576.0000,2002.0000,205086.0000,205078.0000,205078.0000,8567.0000,,27898.00000,7066.0000,3537792,785082,2290357,2002,205086,205078,205078,8567,,27898,7066,1984-01-02,1984,39
Svenska Handelsbanken AB (publ),015654,01W,20241231,2024,3539173.0000,515405.0000,43841.0000,220918.0000,54612.0000,2268627.0000,31469.0000,1367.0000,210028.0000,210022.0000,210022.0000,8426.0000,,27217.00000,8527.0000,3539173,834776,2300096,1367,210028,210022,210022,8426,,27217,8527,1984-01-02,1984,40
Svenska Handelsbanken AB (publ),015654,01W,20251231,2025,3387566.0000,385444.0000,54284.0000,242701.0000,31993.0000,2232191.0000,46220.0000,857.0000,199355.0000,199352.0000,199352.0000,7991.0000,,23993.00000,7192.0000,3387566,714422,2278411,857,199355,199352,199352,7991,,23993,7192,1984-01-02,1984,41
Swedbank AB (publ),024578,01W,20211231,2021,2750617.0000,360153.0000,25944.0000,551361.0000,51008.0000,1677262.0000,39504.0000,5022.0000,161696.0000,161670.0000,161670.0000,19488.0000,,20871.00000,6434.0000,2750617,988466,1716766,5022,161696,161670,161670,19488,,20871,6434,1984-01-02,1984,37
Swedbank AB (publ),024578,01W,20221231,2022,2854876.0000,365992.0000,30602.0000,504757.0000,37021.0000,1812209.0000,56589.0000,6049.0000,176093.0000,176064.0000,176064.0000,19886.0000,,21877.00000,7594.0000,2854876,938372,1868798,6049,176093,176064,176064,19886,,21877,7594,1984-01-02,1984,38
Swedbank AB (publ),024578,01W,20231231,2023,2855519.0000,252994.0000,88548.0000,585570.0000,37075.0000,1774827.0000,67534.0000,7127.0000,198790.0000,198760.0000,198760.0000,20440.0000,,34128.00000,9632.0000,2855519,964187,1842361,7127,198790,198760,198760,20440,,34128,9632,1984-01-02,1984,39
Swedbank AB (publ),024578,01W,20241231,2024,3009697.0000,325604.0000,88634.0000,665098.0000,50090.0000,1793610.0000,34068.0000,6246.0000,218902.0000,218874.0000,218874.0000,20871.0000,,34869.00000,14088.0000,3009697,1129426,1827678,6246,218902,218874,218874,20871,,34869,14088,1984-01-02,1984,40
Swedbank AB (publ),024578,01W,20251231,2025,3062782.0000,263628.0000,,698420.0000,16686.0000,1989024.0000,32015.0000,5599.0000,225826.0000,225801.0000,225801.0000,22661.0000,,32763.00000,11924.0000,3062782,978734,2021039,5599,225826,225801,225801,22661,,32763,11924,1984-01-02,1984,41
