bank_name,gvkey,iid,datadate,prccd,ajexdi,trfd,adj_close,ret,prev_adj_close
BNP Paribas SA,015532,04W,2024-02-15,54.01000000,1.00000000,2.70043507,145.85049813,0.0016691395,145.85049813
BNP Paribas SA,015532,04W,2024-02-16,54.38000000,1.00000000,2.70043507,146.84965911,0.0068505832,146.84965911
BNP Paribas SA,015532,04W,2024-02-19,54.77000000,1.00000000,2.70043507,147.90282878,0.0071717543,147.90282878
BNP Paribas SA,015532,04W,2024-02-20,55.50000000,1.00000000,2.70043507,149.87414639,0.0133284645,149.87414639
BNP Paribas SA,015532,04W,2024-02-21,55.90000000,1.00000000,2.70043507,150.95432041,0.0072072072,150.95432041
BNP Paribas SA,015532,04W,2024-02-22,56.22000000,1.00000000,2.70043507,151.81845964,0.0057245081,151.81845964
BNP Paribas SA,015532,04W,2024-02-23,56.39000000,1.00000000,2.70043507,152.2775336,0.0030238349,152.2775336
BNP Paribas SA,015532,04W,2024-02-26,55.34000000,1.00000000,2.70043507,149.44207677,-0.018620323,149.44207677
BNP Paribas SA,015532,04W,2024-02-27,55.60000000,1.00000000,2.70043507,150.14418989,0.0046982291,150.14418989
BNP Paribas SA,015532,04W,2024-02-28,55.45000000,1.00000000,2.70043507,149.73912463,-0.002697842,149.73912463
BNP Paribas SA,015532,04W,2024-02-29,55.38000000,1.00000000,2.70043507,149.55009418,-0.001262399,149.55009418
BNP Paribas SA,015532,04W,2024-03-01,56.15000000,1.00000000,2.70043507,151.62942918,0.0139039364,151.62942918
BNP Paribas SA,015532,04W,2024-03-04,57.27000000,1.00000000,2.70043507,154.65391646,0.0199465717,154.65391646
BNP Paribas SA,015532,04W,2024-03-05,57.24000000,1.00000000,2.70043507,154.57290341,-0.000523834,154.57290341
BNP Paribas SA,015532,04W,2024-03-06,57.27000000,1.00000000,2.70043507,154.65391646,0.000524109,154.65391646
BNP Paribas SA,015532,04W,2024-03-07,58.39000000,1.00000000,2.70043507,157.67840374,0.0195564868,157.67840374
BNP Paribas SA,015532,04W,2024-03-08,58.93000000,1.00000000,2.70043507,159.13663868,0.0092481589,159.13663868
BNP Paribas SA,015532,04W,2024-03-11,59.05000000,1.00000000,2.70043507,159.46069088,0.0020363143,159.46069088
BNP Paribas SA,015532,04W,2024-03-12,59.71000000,1.00000000,2.70043507,161.24297803,0.0111769687,161.24297803
BNP Paribas SA,015532,04W,2024-03-13,60.95000000,1.00000000,2.70043507,164.59151752,0.0207670407,164.59151752
BNP Paribas SA,015532,04W,2024-03-14,60.25000000,1.00000000,2.70043507,162.70121297,-0.011484824,162.70121297
BNP Paribas SA,015532,04W,2024-03-15,61.21000000,1.00000000,2.70043507,165.29363063,0.01593361,165.29363063
