bank_name,gvkey,iid,datadate,prccd,ajexdi,trfd,adj_close,ret,prev_adj_close
Commerzbank AG,015575,01W,2022-10-17,7.77400000,1.00000000,2.02339208,15.72985003,0.0154127482,15.72985003
Commerzbank AG,015575,01W,2022-10-18,7.93200000,1.00000000,2.02339208,16.049545979,0.0203241574,16.049545979
Commerzbank AG,015575,01W,2022-10-19,7.89000000,1.00000000,2.02339208,15.964563511,-0.005295008,15.964563511
Commerzbank AG,015575,01W,2022-10-20,7.97000000,1.00000000,2.02339208,16.126434878,0.010139417,16.126434878
Commerzbank AG,015575,01W,2022-10-21,8.05400000,1.00000000,2.02339208,16.296399812,0.0105395232,16.296399812
Commerzbank AG,015575,01W,2022-10-24,8.20000000,1.00000000,2.02339208,16.591815056,0.0181276384,16.591815056
Commerzbank AG,015575,01W,2022-10-25,8.25000000,1.00000000,2.02339208,16.69298466,0.006097561,16.69298466
Commerzbank AG,015575,01W,2022-10-26,8.25800000,1.00000000,2.02339208,16.709171797,0.000969697,16.709171797
Commerzbank AG,015575,01W,2022-10-27,8.30200000,1.00000000,2.02339208,16.798201048,0.0053281666,16.798201048
Commerzbank AG,015575,01W,2022-10-28,8.28000000,1.00000000,2.02339208,16.753686422,-0.002649964,16.753686422
Commerzbank AG,015575,01W,2022-10-31,8.09600000,1.00000000,2.02339208,16.38138228,-0.022222222,16.38138228
Commerzbank AG,015575,01W,2022-11-01,8.25000000,1.00000000,2.02339208,16.69298466,0.0190217391,16.69298466
Commerzbank AG,015575,01W,2022-11-02,8.15600000,1.00000000,2.02339208,16.502785804,-0.011393939,16.502785804
Commerzbank AG,015575,01W,2022-11-03,8.08000000,1.00000000,2.02339208,16.349008006,-0.009318293,16.349008006
Commerzbank AG,015575,01W,2022-11-04,8.22200000,1.00000000,2.02339208,16.636329682,0.0175742574,16.636329682
Commerzbank AG,015575,01W,2022-11-07,8.32800000,1.00000000,2.02339208,16.850809242,0.0128922403,16.850809242
Commerzbank AG,015575,01W,2022-11-08,8.24800000,1.00000000,2.02339208,16.688937876,-0.009606148,16.688937876
Commerzbank AG,015575,01W,2022-11-09,7.65400000,1.00000000,2.02339208,15.48704298,-0.072017459,15.48704298
Commerzbank AG,015575,01W,2022-11-10,7.70800000,1.00000000,2.02339208,15.596306153,0.0070551346,15.596306153
Commerzbank AG,015575,01W,2022-11-11,7.63600000,1.00000000,2.02339208,15.450621923,-0.009340944,15.450621923
Commerzbank AG,015575,01W,2022-11-14,7.82400000,1.00000000,2.02339208,15.831019634,0.02462022,15.831019634
Commerzbank AG,015575,01W,2022-11-15,8.04400000,1.00000000,2.02339208,16.276165892,0.0281186094,16.276165892
Commerzbank AG,015575,01W,2022-11-16,8.02200000,1.00000000,2.02339208,16.231651266,-0.002734958,16.231651266
Commerzbank AG,015575,01W,2022-11-17,8.02200000,1.00000000,2.02339208,16.231651266,0,16.231651266
Commerzbank AG,015575,01W,2022-11-18,8.06800000,1.00000000,2.02339208,16.324727301,0.0057342309,16.324727301
Commerzbank AG,015575,01W,2022-11-21,8.12400000,1.00000000,2.02339208,16.438037258,0.0069410015,16.438037258
Commerzbank AG,015575,01W,2022-11-22,8.06800000,1.00000000,2.02339208,16.324727301,-0.006893156,16.324727301
Commerzbank AG,015575,01W,2022-11-23,7.95000000,1.00000000,2.02339208,16.085967036,-0.014625682,16.085967036
Commerzbank AG,015575,01W,2022-11-24,8.16000000,1.00000000,2.02339208,16.510879373,0.0264150943,16.510879373
Commerzbank AG,015575,01W,2022-11-25,8.03000000,1.00000000,2.02339208,16.247838402,-0.015931373,16.247838402
Commerzbank AG,015575,01W,2022-11-28,7.89200000,1.00000000,2.02339208,15.968610295,-0.017185554,15.968610295
Commerzbank AG,015575,01W,2022-11-29,8.01200000,1.00000000,2.02339208,16.211417345,0.0152052712,16.211417345
Commerzbank AG,015575,01W,2022-11-30,8.00600000,1.00000000,2.02339208,16.199276992,-0.000748877,16.199276992
Commerzbank AG,015575,01W,2022-12-01,7.72200000,1.00000000,2.02339208,15.624633642,-0.035473395,15.624633642
Commerzbank AG,015575,01W,2022-12-02,7.74800000,1.00000000,2.02339208,15.677241836,0.0033670034,15.677241836
Commerzbank AG,015575,01W,2022-12-05,7.81800000,1.00000000,2.02339208,15.818879281,0.0090345896,15.818879281
Commerzbank AG,015575,01W,2022-12-06,7.87400000,1.00000000,2.02339208,15.932189238,0.0071629573,15.932189238
Commerzbank AG,015575,01W,2022-12-07,7.77000000,1.00000000,2.02339208,15.721756462,-0.013208026,15.721756462
Commerzbank AG,015575,01W,2022-12-08,7.74200000,1.00000000,2.02339208,15.665101483,-0.003603604,15.665101483
Commerzbank AG,015575,01W,2022-12-09,7.91400000,1.00000000,2.02339208,16.013124921,0.0222164815,16.013124921
Commerzbank AG,015575,01W,2022-12-12,7.80400000,1.00000000,2.02339208,15.790551792,-0.013899419,15.790551792
Commerzbank AG,015575,01W,2022-12-13,7.80600000,1.00000000,2.02339208,15.794598576,0.0002562788,15.794598576
Commerzbank AG,015575,01W,2022-12-14,7.75400000,1.00000000,2.02339208,15.689382188,-0.006661542,15.689382188
Commerzbank AG,015575,01W,2022-12-15,7.70000000,1.00000000,2.02339208,15.580119016,-0.006964148,15.580119016
Commerzbank AG,015575,01W,2022-12-16,8.14400000,1.00000000,2.02339208,16.4785051,0.0576623377,16.4785051
Commerzbank AG,015575,01W,2022-12-19,8.22400000,1.00000000,2.02339208,16.640376466,0.0098231827,16.640376466
Commerzbank AG,015575,01W,2022-12-20,8.97800000,1.00000000,2.02339208,18.166014094,0.0916828794,18.166014094
Commerzbank AG,015575,01W,2022-12-21,8.89600000,1.00000000,2.02339208,18.000095944,-0.009133437,18.000095944
Commerzbank AG,015575,01W,2022-12-22,8.85800000,1.00000000,2.02339208,17.923207045,-0.004271583,17.923207045
Commerzbank AG,015575,01W,2022-12-23,8.95200000,1.00000000,2.02339208,18.1134059,0.0106118763,18.1134059
Commerzbank AG,015575,01W,2022-12-26,8.95200000,1.00000000,2.02339208,18.1134059,0,18.1134059
Commerzbank AG,015575,01W,2022-12-27,8.95000000,1.00000000,2.02339208,18.109359116,-0.000223414,18.109359116
Commerzbank AG,015575,01W,2022-12-28,8.88000000,1.00000000,2.02339208,17.96772167,-0.007821229,17.96772167
Commerzbank AG,015575,01W,2022-12-29,8.81600000,1.00000000,2.02339208,17.838224577,-0.007207207,17.838224577
Commerzbank AG,015575,01W,2022-12-30,8.83600000,1.00000000,2.02339208,17.878692419,0.0022686025,17.878692419
Commerzbank AG,015575,01W,2023-01-02,8.90400000,1.00000000,2.02339208,18.01628308,0.00769579,18.01628308
Commerzbank AG,015575,01W,2023-01-03,9.26400000,1.00000000,2.02339208,18.744704229,0.0404312668,18.744704229
Commerzbank AG,015575,01W,2023-01-04,9.47200000,1.00000000,2.02339208,19.165569782,0.0224525043,19.165569782
Commerzbank AG,015575,01W,2023-01-05,9.34400000,1.00000000,2.02339208,18.906575596,-0.013513514,18.906575596
Commerzbank AG,015575,01W,2023-01-06,9.50800000,1.00000000,2.02339208,19.238411897,0.0175513699,19.238411897
Commerzbank AG,015575,01W,2023-01-09,9.51800000,1.00000000,2.02339208,19.258645817,0.0010517459,19.258645817
Commerzbank AG,015575,01W,2023-01-10,9.43000000,1.00000000,2.02339208,19.080587314,-0.00924564,19.080587314
Commerzbank AG,015575,01W,2023-01-11,9.33600000,1.00000000,2.02339208,18.890388459,-0.009968187,18.890388459
Commerzbank AG,015575,01W,2023-01-12,9.40000000,1.00000000,2.02339208,19.019885552,0.0068551842,19.019885552
Commerzbank AG,015575,01W,2023-01-13,9.47800000,1.00000000,2.02339208,19.177710134,0.0082978723,19.177710134
Commerzbank AG,015575,01W,2023-01-16,9.47600000,1.00000000,2.02339208,19.17366335,-0.000211015,19.17366335
Commerzbank AG,015575,01W,2023-01-17,9.62800000,1.00000000,2.02339208,19.481218946,0.0160405234,19.481218946
Commerzbank AG,015575,01W,2023-01-18,9.90600000,1.00000000,2.02339208,20.043721944,0.0288741172,20.043721944
Commerzbank AG,015575,01W,2023-01-19,9.52400000,1.00000000,2.02339208,19.27078617,-0.038562487,19.27078617
Commerzbank AG,015575,01W,2023-01-20,9.60000000,1.00000000,2.02339208,19.424563968,0.0079798404,19.424563968
Commerzbank AG,015575,01W,2023-01-23,9.65000000,1.00000000,2.02339208,19.525733572,0.0052083333,19.525733572
Commerzbank AG,015575,01W,2023-01-24,9.67800000,1.00000000,2.02339208,19.58238855,0.0029015544,19.58238855
Commerzbank AG,015575,01W,2023-01-25,9.65200000,1.00000000,2.02339208,19.529780356,-0.002686505,19.529780356
Commerzbank AG,015575,01W,2023-01-26,9.95600000,1.00000000,2.02339208,20.144891548,0.031496063,20.144891548
Commerzbank AG,015575,01W,2023-01-27,10.10000000,1.00000000,2.02339208,20.436260008,0.01446364,20.436260008
Commerzbank AG,015575,01W,2023-01-30,10.21000000,1.00000000,2.02339208,20.658833137,0.0108910891,20.658833137
Commerzbank AG,015575,01W,2023-01-31,10.46500000,1.00000000,2.02339208,21.174798117,0.0249755142,21.174798117
Commerzbank AG,015575,01W,2023-02-01,10.53500000,1.00000000,2.02339208,21.316435563,0.0066889632,21.316435563
Commerzbank AG,015575,01W,2023-02-02,10.07000000,1.00000000,2.02339208,20.375558246,-0.044138586,20.375558246
Commerzbank AG,015575,01W,2023-02-03,10.11000000,1.00000000,2.02339208,20.456493929,0.0039721946,20.456493929
Commerzbank AG,015575,01W,2023-02-06,10.11500000,1.00000000,2.02339208,20.466610889,0.0004945598,20.466610889
Commerzbank AG,015575,01W,2023-02-07,10.13500000,1.00000000,2.02339208,20.507078731,0.0019772615,20.507078731
Commerzbank AG,015575,01W,2023-02-08,10.28000000,1.00000000,2.02339208,20.800470582,0.0143068574,20.800470582
Commerzbank AG,015575,01W,2023-02-09,10.35500000,1.00000000,2.02339208,20.952224988,0.0072957198,20.952224988
Commerzbank AG,015575,01W,2023-02-10,10.19000000,1.00000000,2.02339208,20.618365295,-0.015934331,20.618365295
Commerzbank AG,015575,01W,2023-02-13,10.12500000,1.00000000,2.02339208,20.48684481,-0.006378803,20.48684481
Commerzbank AG,015575,01W,2023-02-14,10.07500000,1.00000000,2.02339208,20.385675206,-0.004938272,20.385675206
Commerzbank AG,015575,01W,2023-02-15,10.30500000,1.00000000,2.02339208,20.851055384,0.0228287841,20.851055384
Commerzbank AG,015575,01W,2023-02-16,11.50000000,1.00000000,2.02339208,23.26900892,0.1159631247,23.26900892
Commerzbank AG,015575,01W,2023-02-17,11.38000000,1.00000000,2.02339208,23.02620187,-0.010434783,23.02620187
Commerzbank AG,015575,01W,2023-02-20,10.98000000,1.00000000,2.02339208,22.216845038,-0.035149385,22.216845038
Commerzbank AG,015575,01W,2023-02-21,11.23000000,1.00000000,2.02339208,22.722693058,0.0227686703,22.722693058
Commerzbank AG,015575,01W,2023-02-22,10.64500000,1.00000000,2.02339208,21.539008692,-0.052092609,21.539008692
Commerzbank AG,015575,01W,2023-02-23,10.73000000,1.00000000,2.02339208,21.710997018,0.0079849695,21.710997018
Commerzbank AG,015575,01W,2023-02-24,10.67000000,1.00000000,2.02339208,21.589593494,-0.005591799,21.589593494
Commerzbank AG,015575,01W,2023-02-27,11.15500000,1.00000000,2.02339208,22.570938652,0.0454545455,22.570938652
Commerzbank AG,015575,01W,2023-02-28,11.52500000,1.00000000,2.02339208,23.319593722,0.0331689825,23.319593722
Commerzbank AG,015575,01W,2023-03-01,11.26500000,1.00000000,2.02339208,22.793511781,-0.022559653,22.793511781
Commerzbank AG,015575,01W,2023-03-02,11.29500000,1.00000000,2.02339208,22.854213544,0.0026631158,22.854213544
Commerzbank AG,015575,01W,2023-03-03,11.68000000,1.00000000,2.02339208,23.633219494,0.0340858787,23.633219494
Commerzbank AG,015575,01W,2023-03-06,11.94500000,1.00000000,2.02339208,24.169418396,0.0226883562,24.169418396
Commerzbank AG,015575,01W,2023-03-07,11.82000000,1.00000000,2.02339208,23.916494386,-0.01046463,23.916494386
Commerzbank AG,015575,01W,2023-03-08,11.89500000,1.00000000,2.02339208,24.068248792,0.0063451777,24.068248792
Commerzbank AG,015575,01W,2023-03-09,11.71500000,1.00000000,2.02339208,23.704038217,-0.015132409,23.704038217
Commerzbank AG,015575,01W,2023-03-10,11.41000000,1.00000000,2.02339208,23.086903633,-0.026034998,23.086903633
Commerzbank AG,015575,01W,2023-03-13,9.96000000,1.00000000,2.02339208,20.152985117,-0.127081507,20.152985117
Commerzbank AG,015575,01W,2023-03-14,10.39500000,1.00000000,2.02339208,21.033160672,0.0436746988,21.033160672
Commerzbank AG,015575,01W,2023-03-15,9.49000000,1.00000000,2.02339208,19.201990839,-0.087061087,19.201990839
Commerzbank AG,015575,01W,2023-03-16,9.51800000,1.00000000,2.02339208,19.258645817,0.0029504742,19.258645817
Commerzbank AG,015575,01W,2023-03-17,9.18800000,1.00000000,2.02339208,18.590926431,-0.034671149,18.590926431
Commerzbank AG,015575,01W,2023-03-20,9.32600000,1.00000000,2.02339208,18.870154538,0.0150195908,18.870154538
Commerzbank AG,015575,01W,2023-03-21,10.02000000,1.00000000,2.02339208,20.274388642,0.0744156123,20.274388642
Commerzbank AG,015575,01W,2023-03-22,9.79600000,1.00000000,2.02339208,19.821148816,-0.022355289,19.821148816
Commerzbank AG,015575,01W,2023-03-23,9.39000000,1.00000000,2.02339208,18.999651631,-0.041445488,18.999651631
Commerzbank AG,015575,01W,2023-03-24,8.87800000,1.00000000,2.02339208,17.963674886,-0.054526092,17.963674886
Commerzbank AG,015575,01W,2023-03-27,9.21200000,1.00000000,2.02339208,18.639487841,0.0376210858,18.639487841
Commerzbank AG,015575,01W,2023-03-28,9.35800000,1.00000000,2.02339208,18.934903085,0.0158488927,18.934903085
Commerzbank AG,015575,01W,2023-03-29,9.45800000,1.00000000,2.02339208,19.137242293,0.010686044,19.137242293
Commerzbank AG,015575,01W,2023-03-30,9.73600000,1.00000000,2.02339208,19.699745291,0.0293931064,19.699745291
Commerzbank AG,015575,01W,2023-03-31,9.70200000,1.00000000,2.02339208,19.63094996,-0.003492194,19.63094996
Commerzbank AG,015575,01W,2023-04-03,9.67000000,1.00000000,2.02339208,19.566201414,-0.003298289,19.566201414
Commerzbank AG,015575,01W,2023-04-04,9.75400000,1.00000000,2.02339208,19.736166348,0.0086866598,19.736166348
Commerzbank AG,015575,01W,2023-04-05,9.58600000,1.00000000,2.02339208,19.396236479,-0.017223703,19.396236479
Commerzbank AG,015575,01W,2023-04-06,9.80200000,1.00000000,2.02339208,19.833289168,0.0225328604,19.833289168
Commerzbank AG,015575,01W,2023-04-07,9.80200000,1.00000000,2.02339208,19.833289168,0,19.833289168
Commerzbank AG,015575,01W,2023-04-10,9.80200000,1.00000000,2.02339208,19.833289168,0,19.833289168
Commerzbank AG,015575,01W,2023-04-11,9.84200000,1.00000000,2.02339208,19.914224851,0.0040807998,19.914224851
Commerzbank AG,015575,01W,2023-04-12,9.72000000,1.00000000,2.02339208,19.667371018,-0.012395855,19.667371018
Commerzbank AG,015575,01W,2023-04-13,9.80600000,1.00000000,2.02339208,19.841382736,0.0088477366,19.841382736
Commerzbank AG,015575,01W,2023-04-14,10.36000000,1.00000000,2.02339208,20.962341949,0.0564960228,20.962341949
Commerzbank AG,015575,01W,2023-04-17,10.00000000,1.00000000,2.02339208,20.2339208,-0.034749035,20.2339208
Commerzbank AG,015575,01W,2023-04-18,10.33500000,1.00000000,2.02339208,20.911757147,0.0335,20.911757147
Commerzbank AG,015575,01W,2023-04-19,10.80000000,1.00000000,2.02339208,21.852634464,0.0449927431,21.852634464
Commerzbank AG,015575,01W,2023-04-20,10.74500000,1.00000000,2.02339208,21.7413479,-0.005092593,21.7413479
Commerzbank AG,015575,01W,2023-04-21,10.69500000,1.00000000,2.02339208,21.640178296,-0.004653327,21.640178296
Commerzbank AG,015575,01W,2023-04-24,10.64000000,1.00000000,2.02339208,21.528891731,-0.00514259,21.528891731
Commerzbank AG,015575,01W,2023-04-25,10.33500000,1.00000000,2.02339208,20.911757147,-0.028665414,20.911757147
Commerzbank AG,015575,01W,2023-04-26,10.32500000,1.00000000,2.02339208,20.891523226,-0.000967586,20.891523226
Commerzbank AG,015575,01W,2023-04-27,10.48000000,1.00000000,2.02339208,21.205148998,0.0150121065,21.205148998
Commerzbank AG,015575,01W,2023-04-28,10.06500000,1.00000000,2.02339208,20.365441285,-0.039599237,20.365441285
Commerzbank AG,015575,01W,2023-05-01,10.06500000,1.00000000,2.02339208,20.365441285,0,20.365441285
Commerzbank AG,015575,01W,2023-05-02,9.64600000,1.00000000,2.02339208,19.517640004,-0.041629409,19.517640004
Commerzbank AG,015575,01W,2023-05-03,9.62600000,1.00000000,2.02339208,19.477172162,-0.002073398,19.477172162
Commerzbank AG,015575,01W,2023-05-04,9.29200000,1.00000000,2.02339208,18.801359207,-0.034697694,18.801359207
Commerzbank AG,015575,01W,2023-05-05,9.76200000,1.00000000,2.02339208,19.752353485,0.0505811451,19.752353485
Commerzbank AG,015575,01W,2023-05-08,9.90800000,1.00000000,2.02339208,20.047768729,0.0149559516,20.047768729
Commerzbank AG,015575,01W,2023-05-09,9.83600000,1.00000000,2.02339208,19.902084499,-0.007266855,19.902084499
Commerzbank AG,015575,01W,2023-05-10,9.87400000,1.00000000,2.02339208,19.978973398,0.0038633591,19.978973398
Commerzbank AG,015575,01W,2023-05-11,9.88600000,1.00000000,2.02339208,20.003254103,0.0012153129,20.003254103
Commerzbank AG,015575,01W,2023-05-12,10.02000000,1.00000000,2.02339208,20.274388642,0.0135545215,20.274388642
Commerzbank AG,015575,01W,2023-05-15,10.09500000,1.00000000,2.02339208,20.426143048,0.0074850299,20.426143048
Commerzbank AG,015575,01W,2023-05-16,9.88200000,1.00000000,2.02339208,19.995160535,-0.021099554,19.995160535
Commerzbank AG,015575,01W,2023-05-17,9.50600000,1.00000000,2.02339208,19.234365112,-0.038048978,19.234365112
Commerzbank AG,015575,01W,2023-05-18,9.92200000,1.00000000,2.02339208,20.076096218,0.0437618346,20.076096218
Commerzbank AG,015575,01W,2023-05-19,9.78800000,1.00000000,2.02339208,19.804961679,-0.013505342,19.804961679
Commerzbank AG,015575,01W,2023-05-22,10.02000000,1.00000000,2.02339208,20.274388642,0.0237024928,20.274388642
Commerzbank AG,015575,01W,2023-05-23,9.97400000,1.00000000,2.02339208,20.181312606,-0.004590818,20.181312606
Commerzbank AG,015575,01W,2023-05-24,9.69800000,1.00000000,2.02339208,19.622856392,-0.027671947,19.622856392
Commerzbank AG,015575,01W,2023-05-25,9.73400000,1.00000000,2.02339208,19.695698507,0.0037121056,19.695698507
Commerzbank AG,015575,01W,2023-05-26,9.72600000,1.00000000,2.02339208,19.67951137,-0.000821862,19.67951137
Commerzbank AG,015575,01W,2023-05-29,9.74000000,1.00000000,2.02339208,19.707838859,0.0014394407,19.707838859
Commerzbank AG,015575,01W,2023-05-30,9.61600000,1.00000000,2.02339208,19.456938241,-0.012731006,19.456938241
Commerzbank AG,015575,01W,2023-05-31,9.40000000,1.00000000,2.02339208,19.019885552,-0.022462562,19.019885552
Commerzbank AG,015575,01W,2023-06-01,9.46200000,1.00000000,2.06616089,19.550014341,0.0278723438,19.550014341
Commerzbank AG,015575,01W,2023-06-02,9.57600000,1.00000000,2.06616089,19.785556683,0.0120481928,19.785556683
Commerzbank AG,015575,01W,2023-06-05,9.50400000,1.00000000,2.06616089,19.636793099,-0.007518797,19.636793099
Commerzbank AG,015575,01W,2023-06-06,9.61600000,1.00000000,2.06616089,19.868203118,0.0117845118,19.868203118
Commerzbank AG,015575,01W,2023-06-07,9.82400000,1.00000000,2.06616089,20.297964583,0.0216306156,20.297964583
Commerzbank AG,015575,01W,2023-06-08,9.88000000,1.00000000,2.06616089,20.413669593,0.0057003257,20.413669593
Commerzbank AG,015575,01W,2023-06-09,9.82400000,1.00000000,2.06616089,20.297964583,-0.005668016,20.297964583
Commerzbank AG,015575,01W,2023-06-12,9.91200000,1.00000000,2.06616089,20.479786742,0.0089576547,20.479786742
Commerzbank AG,015575,01W,2023-06-13,10.09000000,1.00000000,2.06616089,20.84756338,0.0179580307,20.84756338
Commerzbank AG,015575,01W,2023-06-14,10.18500000,1.00000000,2.06616089,21.043848665,0.0094152626,21.043848665
Commerzbank AG,015575,01W,2023-06-15,10.12000000,1.00000000,2.06616089,20.909548207,-0.006381934,20.909548207
Commerzbank AG,015575,01W,2023-06-16,10.25000000,1.00000000,2.06616089,21.178149123,0.0128458498,21.178149123
Commerzbank AG,015575,01W,2023-06-19,10.23500000,1.00000000,2.06616089,21.147156709,-0.001463415,21.147156709
Commerzbank AG,015575,01W,2023-06-20,10.19500000,1.00000000,2.06616089,21.064510274,-0.003908158,21.064510274
Commerzbank AG,015575,01W,2023-06-21,10.39500000,1.00000000,2.06616089,21.477742452,0.0196174595,21.477742452
Commerzbank AG,015575,01W,2023-06-22,10.22500000,1.00000000,2.06616089,21.1264951,-0.016354016,21.1264951
Commerzbank AG,015575,01W,2023-06-23,9.62000000,1.00000000,2.06616089,19.876467762,-0.059168704,19.876467762
Commerzbank AG,015575,01W,2023-06-26,9.59200000,1.00000000,2.06616089,19.818615257,-0.002910603,19.818615257
Commerzbank AG,015575,01W,2023-06-27,9.79600000,1.00000000,2.06616089,20.240112078,0.0212677231,20.240112078
Commerzbank AG,015575,01W,2023-06-28,9.82000000,1.00000000,2.06616089,20.28969994,0.0024499796,20.28969994
Commerzbank AG,015575,01W,2023-06-29,9.98000000,1.00000000,2.06616089,20.620285682,0.016293279,20.620285682
Commerzbank AG,015575,01W,2023-06-30,10.15000000,1.00000000,2.06616089,20.971533034,0.0170340681,20.971533034
Commerzbank AG,015575,01W,2023-07-03,10.21500000,1.00000000,2.06616089,21.105833491,0.0064039409,21.105833491
Commerzbank AG,015575,01W,2023-07-04,10.13000000,1.00000000,2.06616089,20.930209816,-0.008321096,20.930209816
Commerzbank AG,015575,01W,2023-07-05,10.21500000,1.00000000,2.06616089,21.105833491,0.0083909181,21.105833491
Commerzbank AG,015575,01W,2023-07-06,10.04000000,1.00000000,2.06616089,20.744255336,-0.017131669,20.744255336
Commerzbank AG,015575,01W,2023-07-07,10.30000000,1.00000000,2.06616089,21.281457167,0.0258964143,21.281457167
Commerzbank AG,015575,01W,2023-07-10,10.49500000,1.00000000,2.06616089,21.684358541,0.0189320388,21.684358541
Commerzbank AG,015575,01W,2023-07-11,10.88000000,1.00000000,2.06616089,22.479830483,0.0366841353,22.479830483
Commerzbank AG,015575,01W,2023-07-12,10.91000000,1.00000000,2.06616089,22.54181531,0.0027573529,22.54181531
Commerzbank AG,015575,01W,2023-07-13,11.23500000,1.00000000,2.06616089,23.213317599,0.0297891842,23.213317599
Commerzbank AG,015575,01W,2023-07-14,11.05000000,1.00000000,2.06616089,22.831077835,-0.0164664,22.831077835
Commerzbank AG,015575,01W,2023-07-17,11.13500000,1.00000000,2.06616089,23.00670151,0.0076923077,23.00670151
Commerzbank AG,015575,01W,2023-07-18,11.15000000,1.00000000,2.06616089,23.037693924,0.0013471037,23.037693924
Commerzbank AG,015575,01W,2023-07-19,11.09500000,1.00000000,2.06616089,22.924055075,-0.004932735,22.924055075
Commerzbank AG,015575,01W,2023-07-20,11.21000000,1.00000000,2.06616089,23.161663577,0.0103650293,23.161663577
Commerzbank AG,015575,01W,2023-07-21,11.16000000,1.00000000,2.06616089,23.058355532,-0.004460303,23.058355532
Commerzbank AG,015575,01W,2023-07-24,11.20500000,1.00000000,2.06616089,23.151332772,0.0040322581,23.151332772
Commerzbank AG,015575,01W,2023-07-25,11.06500000,1.00000000,2.06616089,22.862070248,-0.012494422,22.862070248
Commerzbank AG,015575,01W,2023-07-26,10.99500000,1.00000000,2.06616089,22.717438986,-0.006326254,22.717438986
Commerzbank AG,015575,01W,2023-07-27,10.87000000,1.00000000,2.06616089,22.459168874,-0.011368804,22.459168874
Commerzbank AG,015575,01W,2023-07-28,10.81500000,1.00000000,2.06616089,22.345530025,-0.005059798,22.345530025
Commerzbank AG,015575,01W,2023-07-31,10.87500000,1.00000000,2.06616089,22.469499679,0.0055478502,22.469499679
Commerzbank AG,015575,01W,2023-08-01,10.85000000,1.00000000,2.06616089,22.417845657,-0.002298851,22.417845657
Commerzbank AG,015575,01W,2023-08-02,10.66500000,1.00000000,2.06616089,22.035605892,-0.017050691,22.035605892
Commerzbank AG,015575,01W,2023-08-03,10.97000000,1.00000000,2.06616089,22.665784963,0.0285982185,22.665784963
Commerzbank AG,015575,01W,2023-08-04,10.68000000,1.00000000,2.06616089,22.066598305,-0.026435734,22.066598305
Commerzbank AG,015575,01W,2023-08-07,10.30000000,1.00000000,2.06616089,21.281457167,-0.035580524,21.281457167
Commerzbank AG,015575,01W,2023-08-08,9.95600000,1.00000000,2.06616089,20.570697821,-0.033398058,20.570697821
Commerzbank AG,015575,01W,2023-08-09,9.99200000,1.00000000,2.06616089,20.645079613,0.00361591,20.645079613
Commerzbank AG,015575,01W,2023-08-10,10.07000000,1.00000000,2.06616089,20.806240162,0.007806245,20.806240162
Commerzbank AG,015575,01W,2023-08-11,10.29500000,1.00000000,2.06616089,21.271126363,0.0223435948,21.271126363
Commerzbank AG,015575,01W,2023-08-14,10.15500000,1.00000000,2.06616089,20.981863838,-0.013598834,20.981863838
Commerzbank AG,015575,01W,2023-08-15,10.09500000,1.00000000,2.06616089,20.857894185,-0.005908419,20.857894185
Commerzbank AG,015575,01W,2023-08-16,10.11500000,1.00000000,2.06616089,20.899217402,0.0019811788,20.899217402
Commerzbank AG,015575,01W,2023-08-17,10.19000000,1.00000000,2.06616089,21.054179469,0.0074147306,21.054179469
Commerzbank AG,015575,01W,2023-08-18,10.05500000,1.00000000,2.06616089,20.775247749,-0.013248283,20.775247749
Commerzbank AG,015575,01W,2023-08-21,10.20500000,1.00000000,2.06616089,21.085171882,0.0149179513,21.085171882
Commerzbank AG,015575,01W,2023-08-22,10.21000000,1.00000000,2.06616089,21.095502687,0.0004899559,21.095502687
Commerzbank AG,015575,01W,2023-08-23,10.01000000,1.00000000,2.06616089,20.682270509,-0.019588639,20.682270509
Commerzbank AG,015575,01W,2023-08-24,9.99600000,1.00000000,2.06616089,20.653344256,-0.001398601,20.653344256
Commerzbank AG,015575,01W,2023-08-25,9.94000000,1.00000000,2.06616089,20.537639247,-0.005602241,20.537639247
Commerzbank AG,015575,01W,2023-08-28,10.18500000,1.00000000,2.06616089,21.043848665,0.0246478873,21.043848665
Commerzbank AG,015575,01W,2023-08-29,10.33500000,1.00000000,2.06616089,21.353772798,0.0147275405,21.353772798
Commerzbank AG,015575,01W,2023-08-30,10.33000000,1.00000000,2.06616089,21.343441994,-0.000483793,21.343441994
Commerzbank AG,015575,01W,2023-08-31,10.15000000,1.00000000,2.06616089,20.971533034,-0.017424976,20.971533034
Commerzbank AG,015575,01W,2023-09-01,10.10000000,1.00000000,2.06616089,20.868224989,-0.004926108,20.868224989
Commerzbank AG,015575,01W,2023-09-04,10.23000000,1.00000000,2.06616089,21.136825905,0.0128712871,21.136825905
Commerzbank AG,015575,01W,2023-09-05,9.60600000,1.00000000,2.06616089,19.847541509,-0.060997067,19.847541509
Commerzbank AG,015575,01W,2023-09-06,9.29200000,1.00000000,2.06616089,19.19876699,-0.032687903,19.19876699
Commerzbank AG,015575,01W,2023-09-07,9.13000000,1.00000000,2.06616089,18.864048926,-0.017434352,18.864048926
Commerzbank AG,015575,01W,2023-09-08,9.29600000,1.00000000,2.06616089,19.207031633,0.0181818182,19.207031633
Commerzbank AG,015575,01W,2023-09-11,9.48000000,1.00000000,2.06616089,19.587205237,0.0197934596,19.587205237
Commerzbank AG,015575,01W,2023-09-12,9.66600000,1.00000000,2.06616089,19.971511163,0.0196202532,19.971511163
