cluster,leading_singular,second_singular
0,4202.005803943148,84.68359323922431
1,2015.8314546637578,100.86514914709566
2,1348.9852071750868,34.56964593387241
3,1452.9220758220906,118.14994189487992
4,838.7434038409834,24.29444542404366
5,1013.4945699080996,153.06011045432678
6,612.7544532706147,51.1392938272172
7,710.4765242645092,25.981685253580377
8,640.1939849565175,26.795578321752433
9,679.186154550445,73.17778102723572
10,517.9841619028216,46.327544218841396
11,485.60516938626125,65.9549892080088
12,586.1419992853874,120.64599379816849
13,484.2049556617506,38.78206984601363
14,541.1320065253128,53.70927089909512
15,447.57977994922237,14.88510560470832
16,418.7313970684514,27.15498822085974
17,471.54283540764123,20.296000389469775
18,466.30321510208273,40.90717633264332
19,383.61028075169685,45.93616702686089
20,347.4290679640754,53.92312124897331
21,342.06966284408264,18.72618963224408
22,399.25669116948285,31.489097230040304
23,365.6061862375056,19.956920008757294
24,389.1961540657099,44.73898205866872
25,337.369194296602,22.3870871867955
26,387.21299349622984,40.70769455919991
27,415.53886115639887,34.99246522990013
28,295.69257492658716,13.688284282761083
29,338.7457319894311,63.80289743807698
30,303.7031830851936,33.63406225247699
31,324.7809948413704,10.49869414929862
32,326.21419754136485,29.404720848723784
33,281.2419734820066,14.732156459199288
35,298.58339669264996,48.453956596437116
36,301.1335052543403,42.05897386124115
38,295.9576958904819,18.766798025745626
39,308.40599209705795,20.683321852843665
40,254.79182533126186,32.15776710963829
41,296.2321412964696,11.516826550659696
42,254.86027512976133,11.301951831370783
43,248.25613467433226,10.249541061777272
44,201.084649502661,32.81094147379252
45,242.83845808119233,32.64330814408899
46,217.6846531936055,30.735975288882397
47,221.87569213539714,29.09032244037819
48,261.38744566566794,18.381048516545487
49,197.64730932766284,43.38594424883306
50,230.66389265704623,22.49554292948934
51,239.92375377863576,10.930009997642012
52,226.44632512666942,20.990387178424232
53,229.7884128344651,29.398556255843676
54,173.3586293690707,61.131917005151216
55,271.2725306999538,23.33480188020701
56,221.41816664496787,22.969906891502053
57,223.11137182224087,15.878542798001057
58,216.74904193388022,31.97594828763419
59,187.03357187965005,17.485939669403745
60,212.50144490616813,32.62475934779792
61,212.04720269710631,20.547392920873673
62,208.3730555325953,10.346199835205084
63,195.75816961456826,21.448038398179285
64,195.95162403588296,15.517951843007683
65,250.15459798702489,14.430980047005628
66,278.3729633828281,18.65552925301823
67,158.93625786853568,15.895506627897872
68,153.27748707227795,18.385886679296593
69,183.63322980319919,17.966172481990203
70,164.02772536848437,17.242499686217997
71,164.2148817425393,9.428780937791764
72,170.92665268377732,5.99277769697707
73,154.89198118295508,16.549652409567962
74,126.53169494443328,14.53450182225058
75,170.12072613691976,19.43022911267705
76,168.5857700544177,3.40761742108341
77,173.56642201619408,47.16350188456881
78,124.50813249895108,17.62462940937462
79,141.0123243620616,18.898610881218094
80,227.49180866154663,22.195106312356714
81,142.74074931749044,7.231592857332476
82,164.34371386406906,50.23923900212861
83,183.36299441519165,10.297341279968391
84,162.02126683846805,18.52764580729764
85,236.05036797513563,19.098277076769662
86,156.61096221431148,16.940371130477676
