cluster,leading_singular,second_singular
87,146.87897644235548,7.474916919078553
88,175.45696801549488,13.50676130359381
89,217.31553979086027,20.943661602140498
90,139.2563764889212,17.62647614434747
91,198.9509772707105,43.96041977277657
92,154.47649648839126,13.711838985354479
93,148.814883533174,13.3988479455104
95,191.87834908475514,55.06432153029521
96,169.872508369166,19.336926206105325
97,158.08862937667465,9.1586741791315
98,139.9530886406972,10.828980439223303
99,136.4259300483455,19.677662924739515
100,140.4617305085023,14.517734305731542
101,171.86940342379793,73.36203622960973
103,199.6613026554526,68.93816963200827
104,127.49167906573061,25.843501214504403
105,129.92465115347375,17.30290139765901
106,169.31323665466874,8.789542729883085
107,158.06556591924982,36.706719421065
108,143.72593676985784,15.67664806350438
109,127.27709188410864,16.822746793185843
110,141.37032302467622,12.00031739882656
111,150.04366588970996,28.49371715106047
112,145.73472763485137,8.016209872511428
113,137.78837042766864,9.425020154336094
114,174.58720300865576,9.714128924564857
117,128.05458922135486,10.013697943276682
119,94.40937322308396,10.749305011043159
121,141.77830096703312,54.05788001462905
122,161.4997539041024,11.219723615652587
123,160.19595750567788,18.15369832612589
124,129.26659372101673,8.473517281342028
125,144.99321951882033,16.28413040924272
127,124.67390138467609,16.147573984369483
128,113.07577485237367,7.286211689924793
129,125.38431378685507,14.819109686793839
130,149.98554521462057,33.373897746953794
131,139.05356297726283,6.652079358517195
132,126.58904893748412,9.18157904185703
133,124.45600575793956,16.666103212328814
134,110.83968946714806,10.68393177099711
136,121.50548282718047,10.051542988805606
137,101.30717156172904,6.362840128034407
139,119.4662413250758,18.79728862174066
141,125.32487723490321,10.337487892790255
143,141.20574256435745,21.21532625815454
145,121.2421915714081,26.093459112345162
147,99.13965177649847,14.372853950640929
148,84.93050081420938,19.102653619662597
149,100.16640626762917,17.06061659853932
150,96.88599447423348,13.806205312159925
151,93.75341702779367,7.49625273437073
153,93.38546552902415,9.884176048677714
154,105.48301511469295,17.511141865834446
156,103.6888224167327,20.642530193452483
157,79.4694092269563,9.93391796545286
158,90.80339492806615,10.74889245168962
160,76.3230089856075,26.808243278312986
161,110.8193467272292,8.172978870024915
162,108.93910025762423,17.23871593700035
164,84.19727237846288,16.523453528962378
165,104.75310264124691,13.864135250666513
166,102.11970573771103,20.354059751467027
168,115.17762465521797,16.970633234917074
169,71.51340756500805,17.70139865333026
170,98.8776836663341,47.61691766358745
172,93.4567431963873,7.377729694837486
177,104.38296363968027,20.98061178975365
179,97.99257687223636,9.785562949857638
184,65.98815667030041,10.646528142387208
187,83.15330238262652,7.325402870792104
191,76.68972799769553,10.831113903037618
193,105.66929186556564,29.07749086236745
196,53.13253672179159,8.903433030088559
198,72.65515780465816,30.73927513765891
199,88.11872710912607,13.850257182051505
200,70.01801484147376,32.437883163417595
202,99.40968278759111,15.693453300654527
203,70.09805095502887,10.103888465928733
206,71.88692814903078,24.514466934280588
212,53.83475066862373,14.24325161361105
226,54.57326364918787,8.377993058569006
229,40.135327885352794,13.929209813365027
234,62.41443492306017,8.106178524482763
250,41.42707015666803,16.957451094052043
261,33.317823928219234,7.571176774000172
281,32.9277961176592,10.841035265205191
289,34.3109112802409,8.454336909038807
